epoch	loss	val_loss
0	4.932381596035428	4.798509794871013
1	4.528197666450783	4.401654739379882
2	4.011591504414876	3.913831939697266
3	3.4733792213157373	3.426384178797404
4	2.968985973993937	2.9274391523996988
5	2.4557845599563035	2.3851374689737956
6	1.9170243582902131	1.9174111493428547
7	1.4387980616534197	1.5323393630981446
8	1.1112325826397649	1.161655952135722
9	0.899306489361657	0.9540437364578247
10	0.7837176076571146	0.8819600685437521
11	0.7158323213789198	0.819471025466919
12	0.6632998870920251	0.7873213076591492
13	0.6196003102373194	0.758542914390564
14	0.5857892728734899	0.7298800031344096
15	0.5505913487187138	0.7151918951670329
16	0.5211642976160402	0.6972334778308868
17	0.4936658462771663	0.6701080926259358
18	0.4723291096863923	0.6680913750330607
19	0.45167919609281754	0.628484222094218
20	0.4304865042368571	0.6322378245989482
21	0.4130416076713138	0.620095130999883
22	0.4041556262086939	0.6276491189002991
23	0.3929555623619645	0.5938520407676697
24	0.3692402004754102	0.6027529295285543
25	0.35959426305912157	0.572714384396871
26	0.34754304307478445	0.5643188977241516
27	0.3279482360239382	0.5350224431355795
28	0.31695378621419273	0.5364008188247681
29	0.30434824453459847	0.5665349841117859
30	0.30888036162764937	0.5185739028453827
31	0.2855657086107466	0.5065472507476807
32	0.27742647294644956	0.49897265434265137
33	0.2613426810282248	0.47851133028666176
34	0.25771176920996774	0.5027477133274079
35	0.24933255522339431	0.4747539254029592
36	0.23860908353770222	0.485896274248759
37	0.22832131017137458	0.4724696679910024
38	0.22094516487033278	0.48384596665700275
39	0.2044440827987812	0.4720979003111521
40	0.18368878388846363	0.4587570838133494
41	0.1761522086461385	0.45620461225509645
42	0.17457142874046608	0.4532272215684255
43	0.17287400719192292	0.4469628159205119
44	0.1711870559498116	0.44910641670227053
45	0.17051530637122966	0.43894882122675577
46	0.16801673573476297	0.44403522650400795
47	0.16930110461182066	0.4489223885536194
48	0.16754229636104018	0.4446418857574463
49	0.16667306824966713	0.436946937640508
50	0.1661126837907014	0.4461334935824076
51	0.1648466322819392	0.4438679738839467
52	0.16507414312274368	0.44138765732447305
53	0.16327158329663452	0.44114422957102456
54	0.16341380368780206	0.43155101776123045
55	0.16310639838377636	0.43724290529886883
56	0.16169358224780472	0.4394605819384257
57	0.15908698894359447	0.4339332002401352
58	0.16008439774866456	0.43594792127609255
59	0.15849920056484365	0.4341977254549662
60	0.15891006811901376	0.434117595354716
61	0.15788884774402337	0.4355228797594706
62	0.15747613489627837	0.4356473684310913
63	0.1569899078541332	0.43653398712476094
64	0.15680423237659313	0.4354506699244181
65	0.15605657628288974	0.43080911119778953
66	0.15539564232031505	0.4280152718226115
67	0.15429521474573346	0.43405608932177225
68	0.15476628522078195	0.42806918223698937
69	0.15374333794470185	0.4288212569554647
70	0.14851968376724808	0.42725842356681826
71	0.1481241916064863	0.42775154193242393
72	0.14766715109348297	0.4277602509657542
73	0.14767446559888345	0.4280149126052856
74	0.14752410411834715	0.42939940333366394
75	0.1474401056987268	0.43021240989367165
76	0.1473830161050514	0.4310488166411718
77	0.1472406416248392	0.4307147693634033
78	0.1472723427746031	0.4314373330275218
79	0.14721809676399938	0.43103154420852663
80	0.14754070507155526	0.43174142599105836
81	0.14713118961563817	0.43190640648206075
82	0.14719774383085746	0.43165173411369323
83	0.14713123776294568	0.4313109509150187
84	0.14693020981770974	0.43085996389389036
85	0.1469443783715919	0.43078534881273906
86	0.14692678455953245	0.42971203962961835
87	0.1469575227631463	0.4294716409842173
88	0.14665737659842878	0.43104368845621743
89	0.1469647987904372	0.4296045541763306
90	0.14656413078308106	0.42916432321071624
91	0.14670151966589468	0.43009772022565207
92	0.14662117810161027	0.43029338200887046
93	0.14651712486037502	0.42956385811169945
94	0.1463361762188099	0.4293945550918579
95	0.14655010296238793	0.42901389122009276
96	0.1465597100831844	0.4301396600405375
97	0.14643001801437802	0.4304686768849691
98	0.14628307872348362	0.430918660958608
99	0.14644212261394218	0.43075708905855814
